unique_id,mode,gender,hold racket handed,play years,level,segment0_Az_median,segment1_Az_median,segment2_Az_median,segment3_Az_median,segment4_Az_median,segment5_Az_median,segment6_Az_median,segment7_Az_median,segment8_Az_median,segment9_Az_median,segment10_Az_median,segment11_Az_median,segment12_Az_median,segment13_Az_median,segment14_Az_median,segment15_Az_median,segment16_Az_median,segment17_Az_median,segment18_Az_median,segment19_Az_median,segment20_Az_median,segment21_Az_median,segment22_Az_median,segment23_Az_median,segment24_Az_median,segment25_Az_median,segment26_Az_median
1,1,1,1,1,5,0.05741557480085249,-0.9598970292733651,-0.4853536255082202,-2.0204985490986496,-0.43177227351255265,-0.1138099686899194,0.036416724331304044,-0.392663060171987,0.12947757975125623,-0.2725816350774245,-0.031118840464967868,-1.4317456789496008,0.0892174696734705,-0.4198829531363807,0.03514267307843747,-0.17223175803716376,-1.0942466918602936,-0.3725074623151767,1.1003387298189906,0.062040066098253834,0.46898216609893034,0.3102616065928012,0.3200974693750318,0.18171192355377805,0.21643114011001216,0.11820570533824307,0.3845201552425643
2,2,1,1,1,5,0.46412317517582896,0.2729828759492171,-0.29926131132118033,-0.6525648088491862,0.9417824193492507,0.9160101415760764,1.383686529425509,0.6183971238221695,-0.09062221243070454,0.07500872926487312,0.014445908301069989,1.0081128794432535,1.0673937427870874,1.0472764546285367,0.873938756264554,-0.23197178628395332,0.6810070973597138,1.1583467452041099,0.8417918660988456,1.2951382851671895,-0.014209172408546562,0.5107253052972462,-0.15172830663779466,-0.07331310235162286,0.5868617788260807,0.1738176205600396,0.4516575048450661
3,3,1,1,1,5,0.8002663653911092,0.09078387517740694,0.40302974699615174,0.5894060138385796,0.785696658796773,0.8359661190844039,0.9879890569473785,0.7344687183716152,0.8091263885768712,0.8005440959314156,0.4575031364339907,-0.000874105599268806,0.4674777526262731,0.0274290862437316,0.4889869515170351,0.8049444182853229,1.085183619736258,0.8249959285189786,1.1971434857700216,0.8338043360749653,0.8565101500721402,0.8033275984372746,0.7408493211802843,0.19269386246836467,0.5303862880054342,0.5915389383055796,1.1349525863135195
4,4,1,1,1,5,0.4602742073489364,-0.6525880479715787,-0.18191647626056281,0.4964053550780739,-0.030751934862340884,0.31567997288853245,-0.08638593954121927,0.14055923966176104,0.058126548219741475,0.08572213090556037,0.1523392269351319,-0.03928267360995092,0.2638918041580449,0.5229039293256056,-0.6102710278169317,-0.20819769341023095,0.15491700285473195,-0.06231447201767792,0.08899960242995825,0.24435628630025433,0.06134659805163899,0.13781302106133766,-0.0483644124081806,-0.12212171974978571,0.17027912610604298,-0.16617340659139831,0.09589229713835073
5,5,1,1,1,5,0.5808751992582355,-0.5930697077194539,0.5114848218249043,0.3545499198800873,0.48793305405050796,0.28999420447702556,0.38702722843111703,0.44811950542222123,0.46809264464658046,0.13750357216888212,0.23147800110772396,0.49599863930082516,0.39098244062785603,-0.0002645258847814083,0.4327851966637866,0.40566157643178036,0.21557350918464427,0.06688182256595615,0.5874539048113541,0.5276855474249847,0.41353397971282646,0.47897484370120064,0.3985324244080919,0.6240400187246289,0.7593245679988077,-0.7677932167181064,-0.2090493094674053
6,6,1,1,1,5,0.6770993949305485,-0.23413767619898784,0.6063089309647972,-0.0015601975256464757,0.6212062803683926,0.8031122292557323,0.5205083848142945,0.9265465854940482,0.510419527758496,0.6856726227840467,0.5228525787431766,-0.01001900274466931,0.3644801278095068,0.36818092243369593,0.5844695027730915,0.5812241084223456,0.6047360448458636,0.41851513376763944,0.6127073194072752,0.5209102824850456,0.6731046104873348,0.5617750670791235,0.42102927197571377,0.3842676857561539,0.6378718995673098,0.24270056100521942,0.20569637359104068
7,7,1,1,1,5,0.8977735503390532,0.7381976579199057,-0.09479682598828618,-0.07807972688555623,0.3378505919808179,-0.042726097969702746,-0.029433979484396862,-0.24536408231736045,-0.016852501864223178,-0.023792641421464894,0.045621789035727466,0.1515408468240729,-0.5082892193220393,0.23212100197621904,-1.3124908035102079,0.08379693444907732,0.2882412048868164,-0.38896170738007346,-0.15271165155957267,-0.5120096542675043,0.28313934359605464,0.08863093349099245,-0.08970997010002622,0.33606917607546805,-0.6604571259654023,0.2976805226449501,0.5558145145087606
8,8,1,1,1,5,0.8079643010448943,0.7151191178221431,-0.7200432956294552,-0.15695370330269395,0.10492261084865892,-0.13770370674713509,-0.007483744879163227,-0.3455273872585065,0.17543248141562165,-0.19282631175230824,-0.07188729988721226,-0.10024865457928761,0.055487253359207844,0.029837226428819686,0.024264914074582936,-0.27342405078172566,-0.012639088888293081,-0.23965466882823222,-0.8862632183934724,0.18276296866444336,-0.8361828365278233,-0.2413248438796779,0.18633242978376657,-0.12517225833717088,-0.24630352661399468,-0.024615804208643496,0.021852977015965527
9,9,1,1,1,5,1.4411195085687143,0.9641244188769503,-0.3573410781693647,-0.023927444569312402,-0.5398316462027295,-0.47221603954815455,0.08209694229354701,-0.3761655746522688,-0.018061841381706478,0.4618815662896906,-0.40103265610503835,0.36918939888460484,0.02175703704494519,0.33687510002755083,0.001300756177556692,0.17157820044435995,-0.03846314603865178,0.3941384744122368,0.028872424820622196,0.21848709289321372,-0.015427813867581812,0.5331373958356314,0.014869969944053874,0.07433296527781977,-0.058051890545172985,0.5466702339789028,-0.267402332953692
10,9,1,1,1,5,0.36533300095225424,-0.10902769566901155,0.28390695988916126,-0.19697930327556984,-0.10039019726267706,0.11138851249933839,-0.13028640875168654,0.1647162720299198,-0.1861600343118853,0.03096474474204774,0.0024551849415863423,0.2307966220842106,-0.5076868940307132,-0.11344711458392152,-0.09659907485713413,0.14048900207103068,-0.05287657328536361,0.024222668694001512,-0.16473708708143986,0.5449316763630119,-0.20675452293611618,0.08987604963201384,-0.00945094634526708,0.6399028193790317,-0.11027653797071707,0.11251812309965024,-0.2209708949108402
11,9,1,1,1,5,0.37303093660603925,0.1527315354398224,-0.04560681937196673,0.08319989653456124,-0.22766012509777422,-0.06482780567262725,-0.11367542040178001,0.010346943238271183,0.6615869674439085,0.05001079210326953,-0.1798038101225651,-0.14536348049659675,-0.42034972678842597,-0.21097679207998907,-0.45919104165228536,0.11793409344724279,0.31706805938024,0.16621670943922198,0.35836935811978377,0.042330204454794323,0.4171899040899322,-0.007243009367655159,0.38697998917066445,-0.10015784192061242,-0.0799133708628426,-0.08907506957936222,-0.14065705613401558
12,9,1,1,1,5,0.43268993792287336,0.2237891457408284,0.32065130218086974,-0.016864103397628425,0.19497208809047295,-0.14965057577574292,-0.12672691124813515,0.03627156334068545,-0.028945897039056187,-0.06902700390436664,0.19370722252535047,-0.033795735322710616,0.2849731893544591,0.21887623095823455,0.2484676135429181,-0.02044331892032082,0.025196157634325478,-0.0879099643408507,-0.04809036251932794,-0.1116530896347331,-0.7307703503212741,-0.09315602309813159,0.005141603428325492,-0.09405676474584207,-0.026474196752983542,-0.09729046614621852,0.2734611750589865
13,9,1,1,1,5,-0.26589772265811934,0.05555873502819031,-0.2044372021812874,0.22446671996824077,0.07250479904160587,0.3330029329800138,0.16633838321093017,0.040985130632033503,0.2141313459750873,-0.18925517787207916,-0.03231791280091623,0.08142996870933572,-0.058954551992754727,0.08582648573211772,0.15117210245288587,0.295934993937677,0.06843643937446098,0.4502047909296629,0.14551914938273414,0.1556619089046865,0.09181263452752025,0.41236113015655584,0.030678565532112494,0.01698283983497842,-0.0033981897509989477,0.19530404235027918,0.12977469787232362
